"item_id","order_id","product_id","quantity","price_at_purchase","discount_percent"
2111,466,47,1.17,138.47,10
2112,466,41,1.87,188.79,0
2113,467,57,1.15,365.92,0
2114,467,39,1.14,130.99,15
2115,467,19,0.85,78.19,0
2116,467,28,1.09,150.62,0
2117,467,45,1.38,117.18,0
2118,467,70,1.0,444.53,0
2119,468,52,0.45,175.27,10
2120,468,18,0.46,90.85,10
2121,468,84,1.0,39.3,10
2122,468,98,1.49,502.38,0
2123,468,9,1.23,75.04,15
2124,469,78,3.0,51.93,0
2125,469,82,2.0,73.18,15
2126,470,47,0.59,138.47,0
2127,470,60,0.75,325.54,5
2128,470,30,0.34,145.27,0
2129,471,9,0.45,75.04,15
2130,471,38,1.84,116.39,0
2131,471,15,1.97,68.97,0
2132,471,71,1.27,447.37,15
2133,471,66,1.03,506.57,0
2134,471,4,0.45,85.3,0
2135,471,102,1.41,622.95,0
2136,471,17,1.91,101.8,15
2137,471,89,0.94,566.61,5
2138,472,31,1.53,103.88,0
2139,472,92,1.41,322.88,0
2140,473,15,1.36,68.97,0
2141,473,50,0.7,127.26,0
2142,473,61,1.15,268.76,15
2143,473,65,1.66,438.6,0
2144,473,100,1.94,339.26,0
2145,473,73,2.0,45.19,0
2146,474,16,1.21,119.73,0
2147,474,3,1.9,69.85,0
2148,475,39,1.17,130.99,5
2149,475,104,1.5,415.54,5
2150,475,33,1.89,119.99,15
2151,475,61,1.63,268.76,0
2152,476,24,1.23,122.05,10
2153,476,16,1.76,119.73,0
2154,476,73,3.0,45.19,0
2155,477,40,0.65,113.29,0
2156,477,93,0.36,642.31,0
2157,478,49,0.51,127.41,0
2158,478,47,1.77,138.47,0
2159,479,68,1.91,389.95,0
2160,479,67,0.45,499.02,15
2161,479,37,1.04,91.96,0
2162,479,74,3.0,42.56,15
2163,479,101,1.58,514.24,0
2164,480,4,0.77,85.3,0
2165,480,37,1.39,91.96,0
2166,480,18,1.6,90.85,0
2167,480,62,1.44,323.63,10
2168,480,91,1.14,562.14,0
2169,480,26,1.23,115.25,0
2170,481,96,0.68,333.02,15
2171,481,57,1.3,365.92,0
2172,481,44,1.15,131.81,10
2173,481,11,1.67,63.21,15
2174,481,38,0.41,116.39,10
2175,481,92,0.77,322.88,5
2176,481,59,1.21,493.85,5
2177,481,84,2.0,39.3,0
2178,481,47,1.77,138.47,0
2179,482,28,1.69,150.62,0
2180,483,65,0.62,438.6,0
2181,483,44,0.5,131.81,5
2182,483,93,0.39,642.31,10
2183,483,104,1.56,415.54,10
2184,484,104,1.39,415.54,10
2185,485,17,0.48,101.8,5
2186,485,17,1.24,101.8,10
2187,485,98,1.36,502.38,0
2188,485,61,0.44,268.76,0
2189,486,33,0.48,119.99,15
2190,486,82,2.0,73.18,15
2191,486,66,0.47,506.57,5
2192,486,61,1.6,268.76,10
2193,486,15,1.01,68.97,15
2194,486,96,0.48,333.02,15
2195,487,3,0.74,69.85,10
2196,487,74,3.0,42.56,0
2197,487,93,1.74,642.31,15
2198,488,84,1.0,39.3,0
2199,488,5,1.93,106.88,0
2200,489,62,0.58,323.63,10
2201,489,96,1.45,333.02,5
2202,489,84,3.0,39.3,15
2203,490,71,1.1,447.37,5
2204,490,34,0.48,132.0,0
2205,490,67,1.24,499.02,10
2206,490,21,0.49,141.81,10
2207,490,2,1.1,70.71,0
2208,491,65,0.73,438.6,5
2209,491,11,1.62,63.21,10
2210,492,42,1.77,144.77,0
2211,492,102,0.61,622.95,0
2212,492,96,1.23,333.02,15
2213,493,71,0.33,447.37,15
2214,493,29,0.74,90.93,0
2215,493,16,0.63,119.73,0
2216,493,30,0.66,145.27,5
2217,493,82,1.0,73.18,0
2218,493,49,1.95,127.41,0
2219,493,9,0.96,75.04,0
2220,493,63,1.64,336.58,5
2221,493,59,1.32,493.85,5
2222,493,84,3.0,39.3,0
2223,494,55,1.05,162.32,15
2224,494,73,2.0,45.19,0
2225,495,5,1.57,106.88,0
2226,495,41,0.45,188.79,0
2227,496,71,1.12,447.37,0
2228,496,50,0.67,127.26,0
2229,496,55,0.38,162.32,15
2230,496,95,1.19,446.25,0
2231,496,59,1.82,493.85,0
2232,496,52,0.78,175.27,0
2233,496,3,1.49,69.85,15
2234,496,31,0.49,103.88,10
2235,497,83,1.0,44.85,0
2236,497,52,0.34,175.27,0
2237,497,21,1.85,141.81,15
2238,497,56,1.02,480.14,0
2239,497,14,1.68,92.91,0
2240,497,8,1.76,118.14,0
2241,497,50,0.55,127.26,0
2242,498,10,0.79,63.7,15
2243,498,63,1.65,336.58,0
2244,498,22,1.44,135.76,10
2245,498,87,1.77,472.19,0
2246,498,82,2.0,73.18,10
2247,499,21,1.85,141.81,5
2248,499,62,0.74,323.63,0
2249,499,1,1.13,69.72,10
2250,499,86,2.0,50.38,0
2251,500,37,1.85,91.96,0
2252,500,91,0.53,562.14,0
2253,500,72,1.84,471.68,5
2254,500,79,2.0,74.07,0
2255,500,37,0.53,91.96,10
2256,500,63,0.93,336.58,10
2257,501,10,1.75,63.7,15
2258,501,100,0.38,339.26,15
2259,501,67,1.68,499.02,5
2260,501,85,1.0,39.01,0
2261,501,100,1.55,339.26,0
2262,501,68,0.56,389.95,0
2263,501,92,1.04,322.88,15
2264,501,18,1.73,90.85,0
2265,502,4,0.41,85.3,0
2266,503,39,0.95,130.99,0
2267,503,18,1.58,90.85,5
2268,503,62,1.2,323.63,15
2269,503,51,1.58,189.18,5
2270,503,61,1.43,268.76,0
2271,503,89,0.67,566.61,5
2272,504,23,1.7,144.74,0
2273,504,99,1.16,484.29,0
2274,504,9,1.5,75.04,15
2275,504,71,0.61,447.37,0
2276,504,75,1.0,42.97,10
2277,504,55,0.59,162.32,0
2278,505,69,1.07,494.35,10
2279,505,83,3.0,44.85,0
2280,505,24,1.99,122.05,5
2281,505,53,1.01,127.64,0
2282,506,46,1.91,156.6,15
2283,506,3,0.65,69.85,0
2284,506,47,0.65,138.47,10
2285,507,2,0.51,70.71,10
2286,507,65,1.03,438.6,10
2287,507,88,1.72,454.64,10
2288,507,65,0.39,438.6,15
2289,507,67,1.48,499.02,0
2290,507,77,3.0,37.81,10
2291,508,57,0.87,365.92,0
2292,508,72,1.62,471.68,0
2293,508,1,0.31,69.72,0
2294,509,1,1.56,69.72,0
2295,509,53,1.31,127.64,5
2296,509,26,1.03,115.25,0
2297,509,42,1.62,144.77,0
2298,509,72,0.63,471.68,15
2299,509,14,1.55,92.91,5
2300,509,31,1.07,103.88,15
2301,509,71,1.11,447.37,10
2302,510,36,1.04,87.71,0
2303,510,86,3.0,50.38,15
2304,511,40,0.66,113.29,5
2305,511,37,1.57,91.96,0
2306,512,62,0.55,323.63,0
2307,512,37,0.48,91.96,0
2308,512,36,1.72,87.71,0
2309,512,40,1.41,113.29,5
2310,513,49,1.63,127.41,0
2311,513,102,1.35,622.95,10
2312,513,25,0.93,108.45,0
2313,513,18,0.76,90.85,10
2314,513,38,0.99,116.39,10
2315,513,3,0.7,69.85,0
2316,513,41,0.6,188.79,0
2317,514,65,0.62,438.6,0
2318,514,3,1.57,69.85,10
2319,514,78,3.0,51.93,0
2320,514,12,0.46,86.7,0
2321,515,97,1.23,624.06,0
2322,515,39,1.07,130.99,0
2323,515,84,1.0,39.3,0
2324,516,50,1.9,127.26,0
2325,516,78,3.0,51.93,0
2326,516,60,0.65,325.54,5
2327,516,3,1.72,69.85,0
2328,516,9,0.73,75.04,0
2329,516,25,0.94,108.45,0
2330,516,57,1.75,365.92,5
2331,517,48,1.22,147.92,10
2332,517,6,0.36,110.57,5
2333,517,59,1.59,493.85,0
2334,517,9,0.74,75.04,0
2335,517,17,1.8,101.8,10
2336,518,50,1.33,127.26,0
2337,518,2,1.09,70.71,0
2338,518,81,2.0,57.15,0
2339,518,77,3.0,37.81,0
2340,518,43,0.57,151.48,10
2341,519,95,1.96,446.25,10
2342,519,99,1.69,484.29,0
2343,519,25,0.51,108.45,5
2344,520,88,0.58,454.64,15
2345,520,104,0.82,415.54,0
2346,520,52,1.3,175.27,0
2347,521,56,0.3,480.14,10
2348,521,89,1.04,566.61,0
2349,521,73,2.0,45.19,15
2350,522,11,0.32,63.21,15
2351,522,46,1.87,156.6,10
2352,522,87,1.93,472.19,0
2353,523,24,1.91,122.05,0
2354,523,75,3.0,42.97,0
2355,523,36,0.78,87.71,10
2356,523,9,1.27,75.04,0
2357,523,30,1.29,145.27,0
2358,523,55,1.83,162.32,0
2359,523,12,1.93,86.7,0
2360,523,55,0.65,162.32,0
2361,523,40,1.93,113.29,0
2362,523,34,0.91,132.0,0
2363,523,84,1.0,39.3,0
2364,524,98,1.54,502.38,0
2365,524,27,0.78,155.98,15
2366,524,22,1.46,135.76,0
2367,524,103,0.68,375.12,5
2368,524,16,1.29,119.73,10
2369,525,51,1.62,189.18,0
2370,526,96,0.52,333.02,10
2371,526,1,0.35,69.72,10
2372,527,15,1.94,68.97,0
2373,527,38,1.58,116.39,0
2374,527,40,0.57,113.29,10
2375,527,92,0.4,322.88,0
2376,527,33,1.58,119.99,5
2377,527,37,0.83,91.96,10
2378,528,3,0.98,69.85,0
2379,528,64,1.12,480.06,0
2380,528,32,1.3,95.42,0
2381,528,39,0.57,130.99,0
2382,528,91,0.95,562.14,10
2383,528,8,1.62,118.14,0
2384,528,74,3.0,42.56,0
2385,529,26,0.61,115.25,5
2386,529,50,0.43,127.26,0
2387,529,75,1.0,42.97,5
2388,530,80,2.0,59.15,0
2389,530,41,1.44,188.79,10
2390,530,4,1.37,85.3,5
2391,530,96,0.73,333.02,0
2392,530,57,1.83,365.92,0
2393,530,32,1.49,95.42,10
2394,530,42,1.02,144.77,5
2395,531,93,1.42,642.31,10
2396,531,59,1.83,493.85,0
2397,531,104,1.79,415.54,0
2398,531,22,0.4,135.76,0
2399,531,62,1.5,323.63,0
2400,531,34,0.9,132.0,0
2401,531,72,1.76,471.68,0
2402,532,92,1.39,322.88,0
2403,532,5,0.7,106.88,0
2404,532,69,1.18,494.35,5
2405,533,102,1.96,622.95,0
2406,533,87,1.48,472.19,0
2407,534,59,1.69,493.85,15
2408,534,25,1.66,108.45,0
2409,534,45,1.49,117.18,10
2410,534,39,1.65,130.99,10
2411,535,31,1.03,103.88,15
2412,535,27,0.95,155.98,10
2413,535,6,0.64,110.57,0
2414,535,62,1.8,323.63,0
2415,535,33,1.3,119.99,10
2416,536,21,1.09,141.81,10
2417,536,31,1.43,103.88,5
2418,536,87,0.77,472.19,10
2419,536,75,2.0,42.97,15
2420,536,57,1.16,365.92,0
2421,536,57,1.55,365.92,10
2422,537,26,1.51,115.25,5
2423,537,66,0.53,506.57,0
2424,537,100,0.33,339.26,10
2425,538,84,1.0,39.3,15
2426,538,17,1.79,101.8,15
2427,539,15,0.61,68.97,0
2428,539,1,0.31,69.72,0
2429,539,51,1.21,189.18,0
2430,539,36,1.54,87.71,15
2431,539,1,1.89,69.72,5
2432,539,18,0.59,90.85,0
2433,539,104,1.06,415.54,10
2434,540,86,1.0,50.38,0
2435,540,40,0.72,113.29,0
2436,540,37,0.45,91.96,10
2437,540,66,1.27,506.57,10
2438,540,10,0.32,63.7,0
2439,540,2,1.33,70.71,15
2440,540,79,2.0,74.07,5
2441,540,17,0.59,101.8,15
2442,540,15,1.05,68.97,0
2443,541,58,1.03,505.62,0
2444,541,22,0.41,135.76,0
2445,541,93,1.4,642.31,0
2446,541,29,1.52,90.93,10
2447,541,27,0.43,155.98,15
2448,541,71,1.59,447.37,10
2449,541,22,0.67,135.76,0
2450,542,11,1.72,63.21,0
2451,542,83,1.0,44.85,10
2452,542,65,0.68,438.6,0
2453,543,57,1.42,365.92,0
2454,543,55,0.98,162.32,5
2455,544,44,1.78,131.81,5
2456,544,7,0.78,80.41,15
2457,545,100,1.09,339.26,0
2458,545,33,0.76,119.99,0
2459,545,44,1.06,131.81,5
2460,546,11,1.0,63.21,0
2461,546,77,3.0,37.81,10
2462,546,70,0.74,444.53,15
2463,546,2,0.46,70.71,5
2464,546,75,2.0,42.97,0
2465,546,71,1.9,447.37,15
2466,546,30,0.47,145.27,0
2467,546,64,0.77,480.06,0
2468,547,104,1.42,415.54,5
2469,547,5,1.19,106.88,5
2470,547,93,1.92,642.31,0
2471,547,95,1.02,446.25,15
2472,548,98,1.69,502.38,5
2473,548,54,1.68,180.24,5
2474,548,40,0.86,113.29,0
2475,548,82,1.0,73.18,10
2476,549,44,0.62,131.81,0
2477,549,92,1.49,322.88,0
2478,549,61,1.8,268.76,0
2479,549,59,1.25,493.85,5
2480,549,36,0.82,87.71,0
2481,550,45,1.63,117.18,0
2482,551,7,2.0,80.41,0
2483,551,40,0.91,113.29,0
2484,551,3,1.61,69.85,0
2485,551,7,1.57,80.41,5
2486,551,104,1.73,415.54,0
2487,551,3,1.01,69.85,10
2488,551,87,0.37,472.19,15
2489,551,71,1.09,447.37,0
2490,551,96,1.18,333.02,15
2491,551,84,3.0,39.3,0
2492,552,79,2.0,74.07,15
2493,552,89,1.81,566.61,5
2494,552,9,1.56,75.04,0
2495,552,99,0.6,484.29,5
2496,552,4,1.53,85.3,0
2497,552,68,0.85,389.95,10
2498,552,89,1.33,566.61,0
2499,552,33,1.29,119.99,0
2500,553,21,1.74,141.81,15
2501,553,43,1.0,151.48,0
2502,553,64,0.8,480.06,5
2503,554,91,0.97,562.14,5
2504,554,39,0.44,130.99,5
2505,554,9,1.73,75.04,0
2506,555,49,0.96,127.41,0
2507,555,56,0.99,480.14,0
2508,555,72,0.93,471.68,0
2509,556,33,1.27,119.99,0
2510,557,12,1.62,86.7,0
2511,557,101,0.87,514.24,15
2512,557,104,1.07,415.54,10
2513,557,17,0.95,101.8,0
2514,557,26,1.96,115.25,0
2515,557,5,1.0,106.88,5
2516,557,2,0.36,70.71,0
2517,557,54,0.69,180.24,0
2518,557,74,2.0,42.56,0
2519,558,103,1.12,375.12,5
2520,558,77,3.0,37.81,0
2521,558,43,0.34,151.48,5
2522,559,43,1.02,151.48,5
2523,559,56,1.85,480.14,15
2524,559,96,0.78,333.02,0
2525,560,37,1.03,91.96,0
2526,560,93,1.15,642.31,0
2527,560,67,1.45,499.02,0
2528,561,103,1.46,375.12,0
2529,561,92,1.48,322.88,15
2530,561,27,1.35,155.98,10
2531,561,103,1.59,375.12,5
2532,561,98,0.34,502.38,0
2533,561,68,1.66,389.95,15
2534,561,11,0.85,63.21,0
2535,561,53,1.73,127.64,15
2536,561,79,2.0,74.07,10
2537,562,41,1.76,188.79,5
2538,562,88,1.6,454.64,0
2539,562,16,1.23,119.73,5
2540,562,86,3.0,50.38,15
2541,562,74,2.0,42.56,0
2542,562,12,0.99,86.7,0
2543,562,12,0.62,86.7,0
2544,563,78,3.0,51.93,10
2545,563,39,0.6,130.99,10
2546,563,38,1.73,116.39,0
2547,564,58,0.56,505.62,15
2548,564,24,0.85,122.05,0
2549,564,69,1.61,494.35,0
2550,564,57,1.09,365.92,5
2551,564,61,1.55,268.76,0
2552,564,76,3.0,50.48,5
2553,564,25,1.7,108.45,0
2554,564,70,1.34,444.53,0
2555,564,44,0.99,131.81,0
2556,565,58,0.7,505.62,0
2557,565,72,1.45,471.68,0
2558,565,10,1.93,63.7,0
2559,565,91,1.47,562.14,15
2560,565,43,1.32,151.48,0
2561,565,80,1.0,59.15,0
2562,566,93,1.32,642.31,0
2563,566,62,1.35,323.63,10
2564,566,101,1.05,514.24,0
2565,566,59,0.93,493.85,10
2566,566,66,1.2,506.57,0
2567,567,21,1.49,141.81,15
2568,568,96,1.1,333.02,0
2569,568,45,0.96,117.18,5
2570,568,86,3.0,50.38,0
2571,569,60,1.77,325.54,0
2572,569,3,0.48,69.85,15
2573,569,49,1.75,127.41,10
2574,569,45,1.87,117.18,15
2575,569,39,0.54,130.99,15
2576,570,80,1.0,59.15,5
2577,570,83,1.0,44.85,10
2578,570,93,1.96,642.31,5
2579,571,76,3.0,50.48,10
2580,571,92,0.35,322.88,15
2581,571,104,1.83,415.54,0
2582,571,30,1.07,145.27,5
2583,572,60,1.78,325.54,0
2584,572,96,1.72,333.02,10
2585,572,40,0.85,113.29,0
2586,572,62,1.42,323.63,0
2587,572,48,1.08,147.92,10
2588,572,76,3.0,50.48,15
2589,573,75,3.0,42.97,0
2590,573,48,0.45,147.92,5
2591,573,9,1.22,75.04,5
2592,573,72,1.89,471.68,15
2593,573,49,0.49,127.41,10
2594,573,28,1.8,150.62,5
2595,574,79,3.0,74.07,0
2596,574,93,1.2,642.31,0
2597,574,40,0.71,113.29,0
2598,574,73,2.0,45.19,0
2599,574,69,1.38,494.35,0
2600,574,89,1.99,566.61,5
2601,574,60,0.63,325.54,0
2602,574,81,2.0,57.15,0
2603,575,31,2.0,103.88,15
2604,576,64,1.57,480.06,15
2605,576,62,1.88,323.63,0
2606,576,58,0.81,505.62,15
2607,577,45,1.9,117.18,0
2608,577,25,1.93,108.45,5
2609,577,68,0.92,389.95,0
2610,577,21,0.61,141.81,0
2611,578,17,1.4,101.8,5
2612,578,81,1.0,57.15,0
2613,579,95,1.6,446.25,15
2614,579,59,0.82,493.85,0
2615,579,69,0.9,494.35,15
2616,579,50,1.6,127.26,0
2617,579,22,1.15,135.76,0
2618,579,37,1.49,91.96,5
2619,579,1,1.64,69.72,0
2620,579,28,1.46,150.62,0
2621,580,24,0.9,122.05,15
2622,581,80,2.0,59.15,5
2623,581,32,0.56,95.42,0
2624,581,17,1.93,101.8,0
2625,581,41,1.03,188.79,5
2626,581,39,0.99,130.99,5
2627,581,43,1.33,151.48,10
2628,582,83,3.0,44.85,0
2629,582,48,1.26,147.92,5
2630,582,26,1.95,115.25,15
2631,582,52,1.84,175.27,0
2632,582,62,1.57,323.63,0
2633,582,72,0.62,471.68,10
2634,583,19,0.95,78.19,5
2635,583,99,0.42,484.29,5
2636,583,14,1.91,92.91,10
2637,584,76,3.0,50.48,15
2638,584,86,1.0,50.38,10
2639,584,85,3.0,39.01,10
2640,584,102,1.64,622.95,15
2641,584,62,1.23,323.63,0
2642,584,30,0.85,145.27,10
2643,584,66,1.55,506.57,5
2644,585,88,0.93,454.64,5
2645,585,57,0.32,365.92,0
2646,585,62,0.72,323.63,10
2647,585,102,0.59,622.95,10
2648,586,68,1.33,389.95,15
2649,586,26,0.62,115.25,10
2650,587,55,0.41,162.32,0
2651,587,100,0.38,339.26,15
2652,588,64,1.56,480.06,15
2653,588,49,0.69,127.41,0
2654,589,88,0.33,454.64,10
2655,589,50,1.68,127.26,5
2656,589,59,0.85,493.85,15
2657,589,77,3.0,37.81,5
2658,589,39,0.53,130.99,10
2659,590,12,1.56,86.7,15
2660,590,84,3.0,39.3,0
2661,590,49,0.8,127.41,0
2662,590,77,2.0,37.81,10
2663,590,76,3.0,50.48,15
2664,590,16,0.56,119.73,10
2665,590,28,0.61,150.62,0
2666,590,5,1.71,106.88,0
2667,590,15,1.27,68.97,5
2668,591,64,1.84,480.06,5
2669,591,12,0.51,86.7,10
2670,591,73,3.0,45.19,0
2671,591,17,1.4,101.8,0
2672,591,4,0.98,85.3,0
2673,592,83,1.0,44.85,5
2674,593,18,1.96,90.85,0
2675,593,86,3.0,50.38,15
2676,593,84,3.0,39.3,0
2677,593,103,1.74,375.12,0
2678,593,72,0.83,471.68,0
2679,594,93,1.42,642.31,5
2680,594,57,1.42,365.92,0
2681,594,80,2.0,59.15,0
2682,594,77,1.0,37.81,0
2683,595,88,0.41,454.64,5
2684,595,26,0.45,115.25,10
2685,595,51,1.6,189.18,0
2686,595,6,1.94,110.57,0
2687,595,103,1.48,375.12,10
2688,595,2,1.57,70.71,10
2689,595,4,1.32,85.3,0
2690,595,102,1.3,622.95,10
2691,595,103,1.12,375.12,0
2692,595,11,1.08,63.21,0
2693,595,81,2.0,57.15,15
2694,596,12,1.34,86.7,0
2695,596,98,1.14,502.38,0
2696,596,50,1.05,127.26,10
2697,596,38,1.01,116.39,0
2698,596,98,1.62,502.38,0
2699,597,78,3.0,51.93,0
2700,597,73,2.0,45.19,15
2701,597,97,0.36,624.06,15
2702,598,21,1.93,141.81,0
2703,598,61,1.77,268.76,10
2704,599,103,1.33,375.12,0
2705,599,82,3.0,73.18,0
2706,599,3,1.17,69.85,0
2707,599,32,0.89,95.42,15
2708,599,4,0.43,85.3,15
2709,599,3,1.67,69.85,0
2710,600,55,0.92,162.32,10
2711,600,4,1.43,85.3,5
2712,600,46,0.38,156.6,5
2713,600,23,1.7,144.74,0
2714,600,68,0.39,389.95,0
2715,600,80,3.0,59.15,0
2716,601,87,1.22,472.19,0
2717,601,60,1.99,325.54,0
2718,601,6,1.33,110.57,15
2719,601,93,1.23,642.31,0
2720,601,67,0.44,499.02,10
2721,601,87,0.34,472.19,0
2722,602,14,1.86,92.91,10
2723,602,38,1.24,116.39,15
2724,603,86,1.0,50.38,0
2725,603,38,0.97,116.39,0
2726,603,11,1.33,63.21,0
2727,603,101,0.45,514.24,5
2728,603,18,0.78,90.85,5
2729,604,59,0.52,493.85,0
2730,604,22,1.89,135.76,10
2731,604,96,1.98,333.02,0
2732,604,75,2.0,42.97,0
2733,604,22,1.16,135.76,10
2734,604,53,1.83,127.64,5
2735,604,31,1.13,103.88,10
2736,604,55,1.52,162.32,10
2737,605,19,0.5,78.19,15
2738,605,51,1.35,189.18,10
2739,605,104,1.73,415.54,15
2740,605,32,1.37,95.42,0
2741,606,103,0.94,375.12,0
2742,606,81,2.0,57.15,10
2743,606,56,0.77,480.14,0
2744,606,8,1.25,118.14,0
2745,606,63,0.58,336.58,5
2746,607,70,0.35,444.53,5
2747,607,84,3.0,39.3,15
2748,607,101,1.98,514.24,0
2749,607,33,0.33,119.99,0
2750,607,7,1.32,80.41,5
2751,608,63,0.8,336.58,15
2752,608,63,1.49,336.58,0
2753,608,50,1.77,127.26,15
2754,608,91,1.82,562.14,0
2755,608,15,1.86,68.97,0
2756,608,71,0.44,447.37,0
2757,609,92,0.71,322.88,0
2758,609,77,2.0,37.81,5
2759,609,56,1.67,480.14,5
2760,609,85,1.0,39.01,5
2761,609,11,0.61,63.21,0
2762,609,4,1.5,85.3,10
2763,610,92,0.95,322.88,15
2764,610,92,1.21,322.88,0
2765,610,54,0.52,180.24,5
2766,610,26,1.68,115.25,5
2767,611,104,1.68,415.54,5
2768,611,46,0.7,156.6,5
2769,612,70,1.2,444.53,15
2770,612,68,0.45,389.95,15
2771,612,46,1.03,156.6,0
2772,612,62,1.36,323.63,10
2773,612,3,0.51,69.85,0
2774,612,33,1.3,119.99,10
2775,613,88,0.92,454.64,0
2776,613,75,3.0,42.97,0
2777,614,4,1.48,85.3,0
2778,614,51,0.69,189.18,0
2779,614,77,3.0,37.81,15
2780,614,37,1.7,91.96,5
2781,614,76,1.0,50.48,0
2782,614,86,3.0,50.38,15
2783,615,93,0.8,642.31,0
2784,615,81,2.0,57.15,0
2785,615,9,1.97,75.04,10
2786,615,79,1.0,74.07,0
2787,616,42,1.87,144.77,0
2788,616,11,1.17,63.21,0
2789,616,4,1.25,85.3,15
2790,617,48,0.9,147.92,0
2791,617,102,0.78,622.95,0
2792,617,49,1.6,127.41,5
2793,618,64,1.14,480.06,5
2794,618,6,0.39,110.57,15
2795,618,53,0.99,127.64,0
2796,618,88,0.7,454.64,5
2797,618,42,0.47,144.77,5
2798,618,29,1.73,90.93,0
2799,619,28,1.39,150.62,5
2800,619,17,1.83,101.8,5
2801,619,91,0.33,562.14,0
2802,619,3,0.9,69.85,0
2803,619,8,0.92,118.14,0
2804,619,80,1.0,59.15,0
2805,620,8,1.45,118.14,15
2806,620,16,1.92,119.73,5
2807,620,74,2.0,42.56,0
2808,620,7,0.84,80.41,0
2809,621,56,0.73,480.14,0
2810,621,10,0.66,63.7,10
2811,621,64,0.85,480.06,5
2812,621,37,1.26,91.96,0
2813,621,39,1.51,130.99,0
2814,621,86,3.0,50.38,15
2815,621,68,0.92,389.95,0
2816,621,93,1.46,642.31,0
2817,622,62,0.51,323.63,15
2818,622,84,1.0,39.3,15
2819,622,73,3.0,45.19,15
2820,622,3,1.28,69.85,5
2821,622,64,1.04,480.06,15
2822,623,8,0.96,118.14,0
2823,623,64,1.24,480.06,0
2824,623,45,1.8,117.18,15
2825,624,58,1.92,505.62,0
2826,624,17,1.47,101.8,0
2827,624,52,1.61,175.27,0
2828,624,40,1.99,113.29,15
2829,625,82,1.0,73.18,15
2830,625,80,1.0,59.15,10
2831,625,85,1.0,39.01,0
2832,626,42,1.75,144.77,0
2833,627,77,1.0,37.81,0
2834,628,18,1.25,90.85,0
2835,628,96,0.85,333.02,0
2836,628,79,2.0,74.07,5
2837,628,102,0.94,622.95,10
2838,629,8,1.89,118.14,0
2839,629,103,0.68,375.12,10
2840,629,40,1.77,113.29,15
2841,629,59,0.54,493.85,0
2842,629,88,0.71,454.64,0
2843,629,42,0.34,144.77,0
2844,629,64,0.73,480.06,0
2845,629,67,0.41,499.02,10
2846,629,47,0.62,138.47,0
2847,629,64,1.18,480.06,0
2848,629,91,0.54,562.14,0
2849,630,8,1.33,118.14,15
2850,630,6,1.12,110.57,0
2851,630,52,1.77,175.27,0
2852,630,65,1.73,438.6,15
2853,630,84,2.0,39.3,0
2854,631,21,1.34,141.81,0
2855,631,104,0.64,415.54,0
2856,631,104,0.51,415.54,0
2857,632,79,1.0,74.07,5
2858,632,30,1.99,145.27,15
2859,632,44,1.62,131.81,0
2860,633,78,3.0,51.93,10
2861,633,5,1.49,106.88,0
2862,633,9,1.92,75.04,5
2863,633,49,1.88,127.41,15
2864,633,41,1.11,188.79,5
2865,634,77,1.0,37.81,0
2866,634,27,1.34,155.98,0
2867,634,41,1.36,188.79,0
2868,634,27,0.53,155.98,0
2869,634,101,0.44,514.24,0
2870,635,80,1.0,59.15,15
2871,635,95,1.4,446.25,5
2872,635,68,1.1,389.95,0
2873,635,49,1.16,127.41,5
2874,635,47,1.07,138.47,0
2875,635,49,0.93,127.41,0
2876,635,31,1.73,103.88,5
2877,636,82,3.0,73.18,15
2878,636,89,1.97,566.61,15
2879,636,91,1.74,562.14,5
2880,636,15,1.8,68.97,0
2881,636,99,1.91,484.29,15
2882,636,22,0.42,135.76,10
2883,637,41,0.48,188.79,0
2884,637,87,1.97,472.19,15
2885,637,37,1.61,91.96,15
2886,638,21,0.74,141.81,15
2887,639,45,1.77,117.18,10
2888,639,55,1.49,162.32,15
2889,639,15,0.65,68.97,5
2890,639,26,1.62,115.25,5
2891,639,8,0.8,118.14,0
2892,639,78,1.0,51.93,15
2893,639,97,0.68,624.06,10
2894,640,40,1.23,113.29,15
2895,640,84,3.0,39.3,15
2896,640,70,0.43,444.53,0
2897,640,15,0.86,68.97,0
2898,640,60,1.26,325.54,0
2899,640,102,0.69,622.95,0
2900,641,56,1.98,480.14,0
2901,641,49,0.53,127.41,0
2902,641,104,1.69,415.54,10
2903,641,60,1.5,325.54,0
2904,641,100,1.9,339.26,0
2905,641,66,0.59,506.57,15
2906,641,32,0.57,95.42,5
2907,641,21,1.52,141.81,15
2908,641,25,1.16,108.45,5
2909,641,83,1.0,44.85,10
2910,642,88,1.39,454.64,15
2911,643,25,1.19,108.45,5
2912,643,73,3.0,45.19,0
2913,643,54,1.98,180.24,0
2914,644,9,1.57,75.04,10
2915,644,64,1.32,480.06,0
2916,644,93,0.97,642.31,15
2917,644,74,2.0,42.56,10
2918,644,97,1.03,624.06,5
2919,644,59,1.36,493.85,10
2920,645,58,1.36,505.62,5
2921,646,37,1.8,91.96,5
2922,647,64,0.91,480.06,0
2923,647,87,1.55,472.19,15
2924,647,29,1.16,90.93,0
2925,647,15,0.86,68.97,15
2926,647,59,1.88,493.85,5
2927,647,70,0.85,444.53,0
2928,648,102,0.77,622.95,0
2929,648,23,0.39,144.74,10
2930,648,89,1.06,566.61,10
2931,648,92,1.64,322.88,5
